,bhk,price_sqft_price,Carpet_Area,SuperArea,Status,Floor,Transaction,Furnishing,facing,Society,Ownership,Car_Parking,Bathroom,Balcony,overlooking,Under_Construction
1122,3 BHK Apartment for Sale in Swami Samarth Nagar Mumbai,"2.65 Cr16,562 per sqft",900 sqft,NAN,Ready to Move,10 out of 22,Resale,Unfurnished,North,NAN,Freehold,NAN,3,1,Garden/Park,NAN
1123,5 BHK Penthouse for Sale in Bandra West Mumbai,"22 Cr74,576 per sqft",2650 sqft,NAN,Ready to Move,11 out of 12,New Property,Semi-Furnished,East,NAN,Freehold,NAN,6,NAN,"Garden/Park, Main Road",NAN
1124,"4 BHK Apartment for Sale in Rustomjee Crown, Prabhadevi Mumbai","14 Cr65,116 per sqft",2000 sqft,NAN,Ready to Move,14 out of 65,New Property,Semi-Furnished,North - East,Rustomjee Crown,Freehold,4 Covered,4,NAN,Main Road,NAN
1125,1 BHK Apartment for Sale in Vinay Nagar Mumbai,"68 Lac10,462 per sqft",450 sqft,NAN,Ready to Move,20 out of 25,Resale,Unfurnished,East,NAN,Freehold,NAN,2,3,"Garden/Park, Pool, Main Road",NAN
1126,1 BHK Apartment for Sale in Prabhadevi Mumbai,"82 Lac32,800 per sqft",225 sqft,NAN,Ready to Move,2 out of 4,Resale,Semi-Furnished,East,NAN,Co-operative Society,NAN,1,NAN,Main Road,NAN
1127,2 BHK Apartment for Sale in Versova Andheri West Mumbai,"3 Cr27,273 per sqft",950 sqft,NAN,Ready to Move,1 out of 5,Resale,Furnished,East,NAN,NAN,NAN,2,NAN,Main Road,NAN
1128,"2 BHK Apartment for Sale in Atmosphere O2, Mulund West Mumbai","1.75 Cr21,605 per sqft",572 sqft,NAN,NAN,33 out of 47,New Property,Unfurnished,East,Atmosphere O2,Freehold,NAN,2,1,"Garden/Park, Pool, Main Road",Poss. by Mar '25
1129,"3 BHK Apartment for Sale in Sheth Montana, Mulund West Mumbai","2.78 Cr23,660 per sqft",NAN,1175 sqft,NAN,21 out of 43,Resale,Unfurnished,East,Sheth Montana,NAN,3 Covered,3,3,"Garden/Park, Main Road",Poss. by Dec '24
1130,2 BHK Apartment for Sale in Dadar West Mumbai,"2.62 Cr42,000 per sqft",626 sqft,NAN,NAN,10 out of 21,New Property,Unfurnished,East,NAN,Freehold,1 Covered,2,NAN,"Garden/Park, Main Road",Poss. by Mar '25
1131,1 BHK Apartment for Sale in Nehru Nagar Kurla Mumbai,"50 Lac14,286 per sqft",225 sqft,NAN,Ready to Move,10 out of 18,Resale,Semi-Furnished,West,NAN,Freehold,NAN,1,NAN,Main Road,NAN
1132,1 BHK Apartment for Sale in Ghatkopar East Mumbai,"1 Cr15,385 per sqft",410 sqft,NAN,Ready to Move,4 out of 16,New Property,Semi-Furnished,East,NAN,Co-operative Society,NAN,2,3,Garden/Park,NAN
1133,2 BHK Apartment for Sale in Dahisar East Mumbai,"1.10 Cr18,966 per sqft",480 sqft,NAN,Ready to Move,7 out of 7,Resale,Furnished,East,NAN,Freehold,NAN,2,NAN,Main Road,NAN
1134,2 BHK Apartment for Sale in la-Sarena Andheri West Mumbai,2.80 Cr,850 sqft,NAN,Ready to Move,9 out of 16,Resale,Unfurnished,East,NAN,Leasehold,NAN,2,1,"Garden/Park, Pool, Main Road",NAN
1135,"2 BHK Apartment for Sale in Raj Akshay, Pleasant Park Mumbai","1.18 Cr11,238 per sqft",740 sqft,NAN,Ready to Move,12 out of 23,New Property,Unfurnished,North,Raj Akshay,Freehold,1 Covered,2,4,"Garden/Park, Pool, Main Road",NAN
1136,2 BHK Apartment for Sale in Mira Road East Mumbai,"72 Lac8,000 per sqft",670 sqft,NAN,Ready to Move,16 out of 19,Resale,Unfurnished,East,NAN,Co-operative Society,NAN,2,3,"Garden/Park, Main Road",NAN
1137,3 BHK Apartment for Sale in Dhuru Wadi Dadar West Mumbai,"5 Cr41,667 per sqft",1075 sqft,NAN,Ready to Move,4 out of 12,Resale,Furnished,East,NAN,Co-operative Society,1 Covered,3,NAN,Main Road,NAN
1138,2 BHK Apartment for Sale in Sector 3 Shanti Nagar Mumbai,"74 Lac10,574 per sqft",500 sqft,NAN,Ready to Move,2 out of 4,Resale,Unfurnished,East,NAN,Freehold,NAN,1,2,Main Road,NAN
1139,3 BHK Apartment for Sale in Near Gulmohar rd 10 Mumbai,"7.90 Cr60,769 per sqft",1240 sqft,NAN,Ready to Move,6 out of 14,New Property,Semi-Furnished,East,NAN,Freehold,NAN,3,1,Main Road,NAN
1140,1 BHK Apartment for Sale in Nehru Nagar Kurla Mumbai,90 Lac,450 sqft,NAN,Ready to Move,8 out of 17,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,1,NAN,NAN
1141,1 BHK Apartment for Sale in Linking Road Mumbai,"57 Lac11,875 per sqft",322 sqft,NAN,Ready to Move,13 out of 23,Resale,Unfurnished,East,NAN,Leasehold,NAN,2,NAN,"Garden/Park, Main Road",NAN
1142,2 BHK Apartment for Sale in Lokhandwala Complex Andheri West Mumbai,"1.90 Cr18,095 per sqft",700 sqft,NAN,Ready to Move,8 out of 14,Resale,Unfurnished,East,NAN,Co-operative Society,1 Open,2,1,Garden/Park,NAN
1143,2 BHK Apartment for Sale in Thakur Complex Mumbai,"1.47 Cr18,375 per sqft",660 sqft,NAN,Ready to Move,4 out of 7,Resale,Furnished,North - East,NAN,Co-operative Society,NAN,2,NAN,Main Road,NAN
1144,2 BHK Apartment for Sale in Mahatma Kabir Nagar Mumbai,"1.45 Cr17,059 per sqft",640 sqft,NAN,Ready to Move,4 out of 5,Resale,Semi-Furnished,South -West,NAN,Co-operative Society,1 Open,2,NAN,Main Road,NAN
1145,3 BHK Apartment for Sale in Hiranandani Gardens Mumbai,4.49 Cr,1100 sqft,NAN,Ready to Move,19 out of 36,Resale,Semi-Furnished,East,NAN,Freehold,2 Covered,3,2,Garden/Park,NAN
1146,3 BHK Apartment for Sale in Andheri East Mumbai,"2.51 Cr25,744 per sqft",760 sqft,NAN,Ready to Move,1 out of 7,Resale,Furnished,East,NAN,Freehold,1 Covered,2,2,Main Road,NAN
1147,2 BHK Apartment for Sale in Mulund West Mumbai,"1.75 Cr16,572 per sqft",762 sqft,NAN,Ready to Move,11 out of 21,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,NAN,"Garden/Park, Main Road",NAN
1148,2 BHK Apartment for Sale in Chandivali Mumbai,"2.48 Cr19,840 per sqft",873 sqft,NAN,Ready to Move,12 out of 20,Resale,Semi-Furnished,East,NAN,Freehold,1 Covered,2,2,Garden/Park,NAN
1149,1 BHK Apartment for Sale in Ghatkopar East Mumbai,1 Cr,410 sqft,NAN,Ready to Move,14 out of 18,Resale,Semi-Furnished,East,NAN,Co-operative Society,NAN,2,2,"Garden/Park, Main Road",NAN
1150,3 BHK Apartment for Sale in Kandivali West Mumbai,1.85 Cr,1000 sqft,NAN,Ready to Move,NAN,Resale,Semi-Furnished,South,NAN,Co-operative Society,1 Open,3,NAN,Main Road,NAN
1151,3 BHK Apartment for Sale in Goregaon West Mumbai,"5.20 Cr27,719 per sqft",1390 sqft,NAN,Ready to Move,34 out of 44,Resale,Furnished,East,NAN,NAN,2 Covered,3,1,"Garden/Park, Main Road",NAN
1152,Studio Apartment for Sale in MHADA Colony Chunabhatti Mumbai,"75 Lac25,000 per sqft",150 sqft,NAN,Ready to Move,Ground out of 7,Resale,Semi-Furnished,East,NAN,NAN,NAN,1,NAN,Main Road,NAN
1153,1 BHK Apartment for Sale in Jagdusha Nagar Mumbai,"87 Lac18,913 per sqft",370 sqft,NAN,Ready to Move,1 out of 4,Resale,Furnished,North,NAN,Co-operative Society,1 Open,1,NAN,NAN,NAN
1154,"2 BHK Apartment for Sale in RNA NG Eclat, Andheri West Mumbai","2.90 Cr25,939 per sqft",900 sqft,NAN,Ready to Move,9 out of 36,Resale,Unfurnished,East,RNA NG Eclat,Freehold,1 Covered,2,4,"Pool, Main Road",NAN
1155,2 BHK Apartment for Sale in Virar West Mumbai,"39.5 Lac4,247 per sqft",640 sqft,NAN,Ready to Move,10 out of 15,New Property,Unfurnished,East,NAN,Freehold,NAN,2,2,"Garden/Park, Main Road",NAN
1156,2 BHK Apartment for Sale in Malad West Mumbai,"88 Lac11,000 per sqft",511 sqft,NAN,Ready to Move,2 out of 7,Resale,Unfurnished,North,NAN,Co-operative Society,NAN,2,1,Garden/Park,NAN
1157,2 BHK Apartment for Sale in Borivali East Mumbai,"1.85 Cr23,125 per sqft",700 sqft,NAN,Ready to Move,5 out of 20,Resale,Semi-Furnished,East,NAN,Co-operative Society,NAN,2,NAN,Main Road,NAN
1158,"1 BHK Apartment for Sale in BKC Crown, Kurla Mumbai","1 Cr18,519 per sqft",398 sqft,NAN,NAN,8 out of 14,New Property,Semi-Furnished,North,BKC Crown,Freehold,NAN,1,1,"Pool, Garden/Park, Main Road",Poss. by Apr '25
1159,1 BHK Apartment for Sale in Virar West Mumbai,"24 Lac4,364 per sqft",370 sqft,NAN,Ready to Move,1 out of 4,Resale,Unfurnished,East,NAN,Freehold,1 Covered,1,3,Main Road,NAN
1160,"1 BHK Apartment for Sale in The Meridian Towers, Ghatkopar West Mumbai","1 Cr21,882 per sqft",NAN,457 sqft,NAN,10 out of 14,New Property,Semi-Furnished,NAN,The Meridian Towers,Freehold,NAN,2,1,"Garden/Park, Main Road",Poss. by Dec '25
1161,"2 BHK Apartment for Sale in The Address by GS Bandra, Bandra East Mumbai","2.70 Cr29,412 per sqft",680 sqft,NAN,NAN,1 out of 20,New Property,Unfurnished,East,The Address by GS Bandra,Freehold,NAN,2,1,Garden/Park,Poss. by Dec '27
1162,4 BHK Apartment for Sale in Santacruz West Mumbai,"10 Cr41,667 per sqft",1750 sqft,NAN,Ready to Move,6 out of 12,Resale,Semi-Furnished,East,NAN,Freehold,2 Covered,4,4,Main Road,NAN
1163,1 BHK Apartment for Sale in MIDC Industrial Estate Mumbai,"1.09 Cr19,818 per sqft",365 sqft,NAN,Ready to Move,9 out of 14,Resale,Unfurnished,East,NAN,Co-operative Society,NAN,2,NAN,Garden/Park,NAN
1164,6 BHK Apartment for Sale in Khar West Mumbai,"12 Cr50,000 per sqft",1800 sqft,NAN,Ready to Move,9 out of 10,Resale,Semi-Furnished,West,NAN,Freehold,2 Covered,4,NAN,Main Road,NAN
1165,2 BHK Apartment for Sale in Adarsh Nagar Malad West Mumbai,1.80 Cr,960 sqft,NAN,Ready to Move,4 out of 7,Resale,Unfurnished,West,NAN,Co-operative Society,NAN,2,NAN,Garden/Park,NAN
1166,2 BHK Apartment for Sale in Navkar City Mumbai,59 Lac,580 sqft,NAN,NAN,Upper Basement out of 23,New Property,Unfurnished,East,NAN,Co-operative Society,NAN,2,4,"Garden/Park, Pool, Main Road",Poss. by Dec '25
1167,"3 BHK Apartment for Sale in Agarwal Paramount, Virar West Mumbai","82.5 Lac9,016 per sqft",915 sqft,NAN,Ready to Move,10 out of 15,Resale,Unfurnished,East,Agarwal Paramount,Freehold,1 Covered,3,2,Garden/Park,NAN
1168,"2 BHK Apartment for Sale in Triumph Towers, Malad West Mumbai","2.30 Cr20,000 per sqft",NAN,1150 sqft,Ready to Move,9 out of 22,New Property,Unfurnished,East,Triumph Towers,Freehold,NAN,2,NAN,Garden/Park,NAN
1169,"1 BHK Apartment for Sale in North Barcelona , Vinay Nagar Mumbai","75 Lac13,465 per sqft",380 sqft,NAN,Ready to Move,10 out of 22,Resale,Unfurnished,NAN,North Barcelona,Co-operative Society,NAN,1,3,NAN,NAN
1170,1 BHK Apartment for Sale in Ghatkopar East Mumbai,"90 Lac18,367 per sqft",408 sqft,NAN,Ready to Move,8 out of 15,Resale,Unfurnished,North - West,NAN,Co-operative Society,1 Covered,2,NAN,Garden/Park,NAN
1171,"3 BHK Apartment for Sale in Rustomjee Crown, Gokhale Road Mumbai","10.44 Cr78,202 per sqft",1335 sqft,NAN,NAN,30 out of 67,New Property,Semi-Furnished,East,Rustomjee Crown,Freehold,2 Covered,4,NAN,"Garden/Park, Main Road",Poss. by Aug '25
1172,2 BHK Apartment for Sale in Bandra Mumbai,"4.25 Cr42,500 per sqft",700 sqft,NAN,Ready to Move,7 out of 10,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,2,NAN,NAN
1173,2 BHK Apartment for Sale in Madhuban Township Mumbai,"58 Lac7,117 per sqft",650 sqft,NAN,Ready to Move,3 out of 7,Resale,Semi-Furnished,East,NAN,Freehold,NAN,2,NAN,Garden/Park,NAN
1174,"1 BHK Apartment for Sale in Srishti Oasis, Bhandup West Mumbai","1.10 Cr17,600 per sqft",481 sqft,NAN,Ready to Move,22 out of 22,Resale,Semi-Furnished,NAN,Srishti Oasis,NAN,NAN,2,2,NAN,NAN
1175,2 BHK Apartment for Sale in Bhandup East Mumbai,1.40 Cr,540 sqft,NAN,Ready to Move,9 out of 13,Resale,Unfurnished,East,NAN,NAN,NAN,2,NAN,NAN,NAN
1176,"2 BHK Apartment for Sale in Joyville Virar, Virar Mumbai","80 Lac8,421 per sqft",760 sqft,NAN,Ready to Move,8 out of 22,Resale,Semi-Furnished,East,Joyville Virar,Freehold,"1 Covered,",2,2,"Garden/Park, Pool, Main Road",NAN
1177,1 BHK Apartment for Sale in Chandivali Mumbai,"1.15 Cr20,721 per sqft",NAN,555 sqft,Ready to Move,4 out of 8,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1178,Studio Apartment for Sale in Kurla West Mumbai,"35 Lac15,909 per sqft",NAN,220 sqft,Ready to Move,Ground out of 3,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1179,1 BHK Apartment for Sale in Borivali West Mumbai,"1.25 Cr25,000 per sqft",NAN,500 sqft,Ready to Move,5 out of 7,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1180,Studio Apartment for Sale in Malad West Mumbai,27 Lac,300 sqft,NAN,Ready to Move,Ground out of 1,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1181,1 BHK Apartment for Sale in Virar East Mumbai,15 Lac,300 sqft,NAN,Ready to Move,Ground out of 1,Resale,Unfurnished,NAN,NAN,Leasehold,NAN,1,NAN,Garden/Park,NAN
1182,"2 BHK Apartment for Sale in Siennaa, Kandivali East Mumbai","2.25 Cr17,308 per sqft",737 sqft,NAN,NAN,12 out of 25,New Property,Unfurnished,North - East,Siennaa,Freehold,NAN,2,NAN,"Garden/Park, Main Road",Poss. by Aug '24
1183,2 BHK Apartment for Sale in Mira Bhayandar Mumbai,"1 Cr17,241 per sqft",430 sqft,NAN,Ready to Move,2 out of 3,Resale,Unfurnished,East,NAN,Freehold,NAN,1,NAN,NAN,NAN
1184,2 BHK Apartment for Sale in Santacruz West Mumbai,"4 Cr44,444 per sqft",770 sqft,NAN,Ready to Move,Ground out of 4,Resale,Furnished,South,NAN,Freehold,1 Open,3,NAN,Main Road,NAN
1185,1 BHK Builder Floor for Sale in Dadar East Mumbai,"1.70 Cr34,000 per sqft",NAN,500 sqft,Ready to Move,1 out of 3,Resale,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1186,2 BHK Apartment for Sale in Friends Colony Bhandup East Mumbai,1.10 Cr,547 sqft,NAN,Ready to Move,3 out of 3,Resale,Semi-Furnished,NAN,NAN,Co-operative Society,NAN,2,NAN,Garden/Park,NAN
1187,"3 BHK Apartment for Sale in Park Royale, Andheri East Mumbai",2.76 Cr,1063 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Park Royale,NAN,1 Covered,3,NAN,NAN,Poss. by Dec '26
1188,"1 BHK Apartment for Sale in Zodiac Anjaneshwar, Vile Parle East Mumbai",1.99 Cr,460 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Zodiac Anjaneshwar,NAN,1 Covered,1,NAN,NAN,Poss. by Jun '25
1189,"4 BHK Apartment for Sale in Signia Isles, Bandra Kurla Complex Mumbai",22 Cr,3386 sqft,NAN,Ready to Move,NAN,New Property,Unfurnished,NAN,Signia Isles,NAN,1 Covered,4,NAN,NAN,NAN
1190,"4 BHK Penthouse for Sale in Apollo Heights, Khar West Mumbai","20.60 Cr57,694 per sqft",2747 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Apollo Heights,NAN,NAN,4,NAN,NAN,Poss. by Dec '24
1191,"2 BHK Builder Floor for Sale in Kanti Dhuri Sheraton, Vasai West Mumbai","1.35 Cr7,550 per sqft",1510 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Kanti Dhuri Sheraton,NAN,1 Covered,2,NAN,NAN,Poss. by Mar '28
1192,"2 BHK Apartment for Sale in Sugee Teakwood, Mulund West Mumbai",1.49 Cr,577 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Sugee Teakwood,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '29
1193,1 BHK Apartment for Sale in Virar East Mumbai,"16 Lac2,462 per sqft",450 sqft,NAN,Ready to Move,2 out of 5,Resale,Semi-Furnished,North,NAN,Freehold,1 Open,2,NAN,Main Road,NAN
1194,"1 BHK Apartment for Sale in Puneet Amarjyoti, Vikhroli Mumbai",88.9 Lac,428 sqft,NAN,NAN,NAN,New Property,Unfurnished,NAN,Puneet Amarjyoti,NAN,NAN,2,NAN,NAN,Poss. by Dec '26
1195,"1 BHK Apartment for Sale in Aarambh, Malad East Mumbai",54.7 Lac,252 sqft,NAN,NAN,NAN,New Property,Semi-Furnished,NAN,Aarambh,NAN,NAN,1,NAN,NAN,Poss. by Aug '27
1196,1 BHK Apartment for Sale in Ghatkopar West Mumbai,"95 Lac14,571 per sqft",440 sqft,NAN,Ready to Move,4 out of 7,Resale,Furnished,East,NAN,Co-operative Society,NAN,1,NAN,Main Road,NAN
1197,"2 BHK Apartment for Sale in Mahant Sahyadree, Goregaon East Mumbai",1.71 Cr,578 sqft,NAN,NAN,8 out of 10,New Property,Unfurnished,NAN,Mahant Sahyadree,NAN,1 Covered,2,NAN,NAN,Poss. by Dec '27
1198,Studio Apartment for Sale in Andheri East Mumbai,"1 Cr22,624 per sqft",340 sqft,NAN,Ready to Move,10 out of 10,Resale,Furnished,East,NAN,NAN,1 Open,1,NAN,"Pool, Main Road",NAN
1199,2 BHK Apartment for Sale in Rustomjee Global City Mumbai,"45 Lac5,000 per sqft",650 sqft,NAN,Ready to Move,7 out of 12,Resale,Unfurnished,East,NAN,Freehold,1 Open,2,4,"Garden/Park, Main Road",NAN
1200,1 BHK Apartment for Sale in Mahavir Nagar Kandivali West Mumbai,"70 Lac20,000 per sqft",NAN,350 sqft,Ready to Move,3 out of 4,Resale,Furnished,North - East,NAN,Co-operative Society,NAN,1,NAN,Garden/Park,NAN
1201,2 BHK Apartment for Sale in Malad Mumbai,1.10 Cr,756 sqft,NAN,Ready to Move,2 out of 6,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1202,1 BHK Apartment for Sale in Marol Maroshi Road Mumbai,"1.10 Cr18,644 per sqft",550 sqft,NAN,Ready to Move,4 out of 4,Resale,Unfurnished,East,NAN,Freehold,NAN,1,NAN,Garden/Park,NAN
1203,1 BHK Apartment for Sale in Vasai Mumbai,"47 Lac6,714 per sqft",485 sqft,NAN,NAN,10 out of 23,New Property,Unfurnished,East,NAN,Co-operative Society,1 Open,2,1,"Garden/Park, Main Road",Poss. by Oct '25
1204,1 BHK Apartment for Sale in Anand Nagar Bhayandar East Mumbai,"65 Lac10,000 per sqft",450 sqft,NAN,Ready to Move,1 out of 4,Resale,Semi-Furnished,West,NAN,Co-operative Society,2 Open,2,NAN,Main Road,NAN
1205,1 BHK Apartment for Sale in Virar East Mumbai,"42 Lac5,600 per sqft",560 sqft,NAN,Ready to Move,4 out of 7,Resale,Semi-Furnished,East,NAN,Freehold,1 Open,2,NAN,Main Road,NAN
1206,1 BHK Apartment for Sale in Kanjurmarg East Mumbai,"1.15 Cr27,316 per sqft",380 sqft,NAN,Ready to Move,4 out of 7,Resale,Furnished,East,NAN,Freehold,NAN,1,NAN,Main Road,NAN
1207,1 BHK Builder Floor for Sale in Chandivali Mumbai,"46 Lac19,167 per sqft",NAN,240 sqft,Ready to Move,2 out of 4,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1208,1 BHK Apartment for Sale in Ghatkopar West Mumbai,"1.10 Cr22,000 per sqft",NAN,500 sqft,Ready to Move,1 out of 3,Resale,Unfurnished,East,NAN,Freehold,NAN,2,1,Main Road,NAN
1209,2 BHK Apartment for Sale in Mulund West Mumbai,"2 Cr23,529 per sqft",NAN,850 sqft,Ready to Move,5 out of 8,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
1210,2 BHK Apartment for Sale in Gamdevi Mumbai,"3.51 Cr40,345 per sqft",610 sqft,NAN,Ready to Move,3 out of 5,Resale,Furnished,NAN,NAN,Co-operative Society,NAN,2,NAN,Main Road,NAN
1211,2 BHK Apartment for Sale in Bandra West Mumbai,"7.50 Cr50,000 per sqft",900 sqft,NAN,Ready to Move,3 out of 6,New Property,Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
1212,3 BHK Apartment for Sale in Mulund West Mumbai,"2.40 Cr23,529 per sqft",NAN,1020 sqft,Ready to Move,10 out of 21,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
1213,1 BHK Apartment for Sale in Mahalakshmi Mumbai,"85 Lac25,758 per sqft",NAN,330 sqft,Ready to Move,2 out of 7,Resale,Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1214,1 BHK Apartment for Sale in Bhavani Nagar Marol Mumbai,"1 Cr22,222 per sqft",390 sqft,NAN,Ready to Move,2 out of 4,Resale,Furnished,West,NAN,Co-operative Society,NAN,1,NAN,Garden/Park,NAN
1215,3 BHK Apartment for Sale in Borivali East Mumbai,2.35 Cr,790 sqft,NAN,Ready to Move,5 out of 7,Resale,Furnished,NAN,NAN,NAN,NAN,3,NAN,NAN,NAN
1216,Studio Apartment for Sale in Bhayandar East Mumbai,"21 Lac9,130 per sqft",NAN,230 sqft,Ready to Move,Ground out of 3,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1217,1 BHK Apartment for Sale in Bhandup West Mumbai,"72 Lac13,091 per sqft",NAN,550 sqft,NAN,2 out of 8,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1218,1 BHK Builder Floor for Sale in Jogeshwari East Mumbai,"60 Lac17,143 per sqft",NAN,350 sqft,Ready to Move,2 out of 5,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1219,Studio Apartment for Sale in Bhayandar East Mumbai,"23 Lac6,571 per sqft",NAN,350 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1220,1 BHK Apartment for Sale in Parbat Nagar Mumbai,"95 Lac18,269 per sqft",380 sqft,NAN,Ready to Move,6 out of 7,Resale,Furnished,West,NAN,Freehold,NAN,2,NAN,Main Road,NAN
1221,3 BHK Apartment for Sale in Bhandup West Mumbai,"1.92 Cr23,558 per sqft",815 sqft,NAN,Ready to Move,16 out of 22,New Property,Unfurnished,West,NAN,Freehold,NAN,3,NAN,Main Road,NAN
1222,3 BHK Builder Floor for Sale in Ulhasnagar Mumbai,"75 Lac6,383 per sqft",880 sqft,NAN,Ready to Move,2 out of 5,New Property,Furnished,East,NAN,Freehold,"1 Covered,",2,3,"Garden/Park, Main Road",NAN
1223,2 BHK Apartment for Sale in Upper Govind Nagar Mumbai,"2.35 Cr19,583 per sqft",NAN,1200 sqft,Ready to Move,6 out of 6,Resale,Furnished,North,NAN,NAN,NAN,2,NAN,NAN,NAN
1224,2 BHK Apartment for Sale in Veera Desai Road Mumbai,"1.85 Cr20,647 per sqft",640 sqft,NAN,Ready to Move,6 out of 15,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
1225,2 BHK Apartment for Sale in Seven Bungalows Mumbai,"2.80 Cr29,474 per sqft",775 sqft,NAN,Ready to Move,1 out of 13,Resale,Semi-Furnished,North - West,NAN,Co-operative Society,NAN,2,NAN,NAN,NAN
1226,1 BHK Apartment for Sale in Goregaon East Mumbai,"1.10 Cr22,869 per sqft",NAN,481 sqft,Ready to Move,1 out of 7,Resale,Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1227,1 BHK Apartment for Sale in Bhayandar West Mumbai,"70 Lac11,966 per sqft",NAN,585 sqft,Ready to Move,3 out of 3,Resale,Furnished,NAN,NAN,NAN,NAN,1,1,"Garden/Park, Main Road",NAN
1228,2 BHK Builder Floor for Sale in Santacruz West Mumbai,"2 Cr23,529 per sqft",NAN,850 sqft,NAN,3 out of 3,Resale,Furnished,North - West,NAN,Freehold,NAN,2,1,NAN,NAN
1229,2 BHK Apartment for Sale in Andheri East Mumbai,"4.50 Cr35,714 per sqft",950 sqft,NAN,Ready to Move,1 out of 3,Resale,Furnished,East,NAN,NAN,1 Covered,2,1,NAN,NAN
1230,2 BHK Builder Floor for Sale in Vasai West Mumbai,"54 Lac7,200 per sqft",NAN,750 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
1231,1 BHK Apartment for Sale in Malad West Mumbai,"95 Lac19,000 per sqft",NAN,500 sqft,Ready to Move,7 out of 8,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1232,1 BHK Apartment for Sale in Borivali East Mumbai,"1.35 Cr16,812 per sqft",472 sqft,NAN,Ready to Move,7 out of 22,Resale,Unfurnished,NAN,NAN,NAN,NAN,2,3,NAN,NAN
1233,1 BHK Apartment for Sale in Vile Parle East Mumbai,"75 Lac23,077 per sqft",NAN,325 sqft,Ready to Move,3 out of 13,New Property,Unfurnished,North,NAN,Freehold,NAN,1,NAN,Main Road,NAN
1234,1 BHK Apartment for Sale in Parel Mumbai,1.65 Cr,415 sqft,NAN,Ready to Move,14 out of 17,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1235,1 BHK Apartment for Sale in Dongri Mumbai,"1.30 Cr40,625 per sqft",295 sqft,NAN,Ready to Move,5 out of 5,Resale,Furnished,NAN,NAN,NAN,NAN,1,NAN,NAN,NAN
1236,3 BHK Apartment for Sale in Mulund West Mumbai,"2.75 Cr22,449 per sqft",NAN,1225 sqft,Ready to Move,7 out of 18,Resale,Semi-Furnished,South - East,NAN,Freehold,NAN,3,1,"Garden/Park, Pool, Main Road",NAN
1237,"2 BHK Apartment for Sale in Piramal Revanta, Mulund West Mumbai","3.01 Cr38,590 per sqft",NAN,780 sqft,Ready to Move,1 out of 4,Resale,NAN,NAN,Piramal Revanta,NAN,NAN,2,NAN,Garden/Park,NAN
1238,2 BHK Apartment for Sale in Tilak Nagar Chembur Mumbai,1.50 Cr,617 sqft,NAN,Ready to Move,3 out of 8,Resale,Unfurnished,NAN,NAN,Co-operative Society,NAN,2,NAN,NAN,NAN
1239,2 BHK Builder Floor for Sale in Naigaon East Mumbai,"42 Lac5,793 per sqft",NAN,725 sqft,Ready to Move,Ground out of 3,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,2,NAN,NAN,NAN
1240,1 BHK Apartment for Sale in wagle estate Mumbai,"20 Lac7,273 per sqft",250 sqft,NAN,Ready to Move,2 out of 4,Resale,Semi-Furnished,NAN,NAN,NAN,NAN,1,1,NAN,NAN
